age,gender,marital_status,months_at_company,num_appraisals,base_salary,num_penalties,num_raise_requests,num_benefits,past_performance_score,sentiment_score,attendance_rate,completion_rate,attrition_risk
50,Male,Single,46,10,8366.9,10,5,0,1,3,0.972,0.075,5
40,Female,Divorced,22,5,10372.13,5,1,7,1,4,0.928,0.851,2
42,Female,Single,23,0,14456.99,8,1,10,1,1,0.917,0.135,4
32,Female,Married,17,1,19696.26,6,0,1,3,1,0.907,0.447,3
46,Male,Married,9,4,10198.93,10,5,8,0,1,0.927,0.937,5
50,Male,Married,54,3,17425.74,6,0,3,1,3,0.875,0.729,4
22,Male,Married,15,2,11212.26,2,1,7,2,1,0.956,0.182,2
49,Male,Married,21,9,10492.67,7,2,1,3,1,0.941,0.992,3
27,Female,Married,32,7,9329.36,5,3,3,4,4,0.95,0.597,2
59,Female,Single,104,10,16176.0,2,0,10,4,0,0.924,0.285,1
47,Male,Single,48,10,18826.38,1,3,6,0,1,0.856,0.063,3
56,Female,Married,26,6,9387.97,3,3,9,1,0,0.884,0.46,1
52,Female,Single,18,8,7741.62,10,1,0,4,4,0.859,0.711,4
54,Male,Divorced,88,0,17882.85,7,3,7,2,0,0.897,0.671,4
58,Male,Married,108,2,6513.66,10,1,10,2,1,0.962,0.99,5
24,Female,Married,41,10,9985.91,4,3,7,0,3,0.98,0.479,3
53,Female,Divorced,18,5,15156.7,9,1,4,4,4,0.937,0.097,3
38,Male,Divorced,42,2,13345.46,7,1,2,0,1,0.999,0.515,3
25,Male,Single,17,6,17914.91,9,2,6,1,2,0.996,0.6,5
27,Female,Divorced,71,9,15007.6,8,1,8,2,4,0.973,0.866,4
32,Female,Married,12,10,8149.11,3,5,8,2,4,0.865,0.701,3
25,Female,Married,118,8,8370.6,1,5,4,0,4,0.964,0.249,2
50,Male,Single,7,7,3154.46,6,4,4,2,2,0.97,0.842,4
29,Male,Single,5,9,18722.9,7,4,3,4,4,0.899,0.269,3
34,Female,Single,8,8,13734.98,3,2,6,0,4,0.965,0.481,3
55,Female,Single,119,2,11064.13,2,4,4,3,1,0.883,0.279,2
53,Female,Single,28,0,16223.78,5,4,6,3,2,0.854,0.706,3
35,Female,Married,24,9,3913.58,7,4,1,3,2,0.996,0.606,4
29,Male,Single,89,3,8912.26,7,4,1,2,3,0.951,0.056,4
35,Male,Single,19,10,11771.47,2,3,0,4,3,0.865,0.943,1
39,Female,Single,25,9,8664.65,7,4,0,3,4,0.989,0.063,3
25,Female,Married,102,0,3244.0,2,3,10,3,3,0.991,0.285,1
44,Female,Divorced,46,4,16185.79,6,2,0,4,2,0.974,0.902,3
45,Female,Married,64,3,18273.38,1,2,1,3,1,0.88,0.552,2
53,Female,Married,63,6,7470.37,1,5,8,4,4,0.986,0.492,1
27,Female,Single,112,1,6354.99,3,0,4,2,1,0.943,0.918,1
47,Female,Married,109,3,6043.38,5,1,9,3,0,0.912,0.011,3
27,Female,Single,111,7,12000.08,0,0,0,2,2,0.87,0.552,2
22,Male,Married,40,8,8618.04,3,4,10,0,1,0.915,0.877,3
30,Female,Divorced,85,10,15506.12,0,4,6,3,3,0.941,0.991,2
54,Female,Married,73,9,13094.62,9,0,2,1,3,0.902,0.236,4
24,Male,Single,114,7,11177.09,5,0,8,1,1,0.937,0.719,2
57,Female,Divorced,116,3,11541.16,5,2,3,4,0,0.893,0.891,2
23,Male,Single,34,2,16665.69,10,0,1,3,0,0.933,0.135,4
59,Female,Divorced,73,6,12668.51,1,2,8,1,0,0.937,0.295,2
30,Female,Divorced,109,8,16551.65,1,2,3,3,4,0.889,0.929,1
46,Male,Divorced,71,0,11899.59,3,1,7,2,1,0.89,0.313,2
58,Male,Divorced,55,4,18227.99,5,3,4,4,1,0.991,0.167,2
38,Male,Divorced,2,1,11289.24,4,0,0,0,4,0.927,0.073,3
51,Male,Divorced,80,3,14610.27,3,2,6,4,0,0.885,0.866,1
24,Male,Married,105,0,13232.38,6,5,2,1,1,0.856,0.938,4
58,Female,Single,34,5,19174.09,8,3,5,0,2,0.956,0.003,5
58,Male,Single,36,8,12315.75,0,2,7,0,3,0.976,0.512,1
45,Female,Divorced,23,6,11925.62,5,3,8,2,2,0.893,0.455,2
47,Female,Divorced,118,8,15600.8,5,2,1,3,1,0.871,0.718,3
52,Female,Divorced,88,4,19358.44,10,2,0,2,1,0.912,0.702,5
31,Female,Divorced,92,0,13421.97,2,4,10,1,3,1.0,0.497,1
36,Female,Single,11,10,11092.47,10,3,0,3,1,0.962,0.563,5
49,Female,Divorced,66,10,9983.89,10,0,5,4,3,0.85,0.982,4
56,Female,Divorced,50,1,15856.51,8,2,5,4,3,0.884,0.595,4
35,Female,Married,68,10,19287.77,2,1,10,3,1,0.986,0.28,1
57,Female,Divorced,31,3,15980.83,7,0,10,4,1,0.932,0.056,3
38,Female,Divorced,88,8,6095.15,0,0,9,4,4,0.925,0.439,0
24,Male,Married,83,9,12698.41,9,1,5,4,1,0.974,0.401,3
55,Male,Divorced,17,3,15168.21,10,2,10,0,3,0.89,0.167,5
56,Female,Single,78,1,8485.15,8,4,3,1,2,0.91,0.092,5
30,Female,Divorced,120,8,9028.55,10,1,7,1,4,0.885,0.659,5
29,Male,Divorced,8,8,17594.59,3,4,3,1,3,0.993,0.637,3
37,Female,Divorced,5,4,12434.92,1,4,3,2,1,0.869,0.495,1
27,Male,Single,22,8,18330.28,8,2,7,3,2,0.973,0.212,4
42,Male,Single,52,4,18556.78,2,0,6,0,0,0.934,0.441,2
52,Female,Divorced,85,2,3618.62,8,2,8,2,0,0.941,0.452,4
40,Male,Married,108,3,7169.87,5,3,1,2,1,0.97,0.319,3
45,Male,Married,109,3,15644.89,7,5,5,2,1,0.929,0.262,4
30,Male,Single,102,3,3787.87,6,1,8,1,0,0.971,0.916,4
51,Male,Divorced,114,3,11004.27,1,5,0,2,1,0.861,0.11,1
34,Male,Single,117,1,15432.38,8,3,6,2,3,0.921,0.903,5
53,Female,Married,48,2,4934.14,4,2,7,1,1,0.979,0.615,2
49,Female,Divorced,115,1,9010.18,3,4,10,0,1,0.852,0.575,3
56,Male,Married,113,0,10883.96,0,1,4,1,4,0.971,0.803,0
51,Female,Married,22,7,3153.27,3,2,7,4,2,0.958,0.119,2
36,Male,Single,109,9,15528.48,7,1,3,2,1,0.936,0.303,4
51,Male,Married,91,8,11386.44,4,3,4,3,0,0.982,0.784,2
42,Female,Single,116,3,7785.26,6,0,9,4,0,0.883,0.772,3
31,Female,Divorced,76,8,3055.94,0,1,3,0,1,0.972,0.696,2
37,Female,Married,66,4,18027.85,7,2,2,1,4,0.873,0.782,5
31,Male,Divorced,58,8,15554.21,9,5,4,1,1,0.975,0.134,5
38,Male,Divorced,32,8,8457.5,10,4,5,1,2,0.914,0.051,5
52,Male,Single,3,10,11981.5,6,2,3,2,0,0.947,0.562,3
36,Male,Married,11,0,10273.21,0,0,1,0,1,0.853,0.537,2
28,Male,Single,63,1,14659.04,10,1,7,1,3,0.996,0.142,5
48,Female,Married,77,2,13268.16,2,5,7,4,4,0.859,0.497,1
52,Male,Single,59,9,16283.66,6,2,8,4,1,0.999,0.24,2
50,Female,Single,92,6,7020.09,5,4,7,1,2,0.975,0.303,4
56,Female,Single,81,8,11819.65,2,1,8,4,3,0.967,0.591,1
39,Male,Married,67,6,16018.08,0,4,4,3,2,0.915,0.726,1
37,Male,Divorced,56,7,6706.71,0,4,7,4,2,0.955,0.921,0
35,Female,Married,83,5,10800.87,8,5,5,1,3,0.86,0.104,5
52,Female,Married,34,4,9692.99,9,1,6,3,3,0.897,0.098,4
50,Male,Single,35,4,4301.32,0,3,3,2,2,0.926,0.541,1
36,Female,Married,40,8,7074.12,3,3,7,2,1,0.956,0.505,2
30,Female,Married,120,2,13829.97,0,4,10,0,3,0.859,0.518,3
52,Male,Married,17,7,19100.16,0,1,3,3,4,0.977,0.983,1
52,Female,Divorced,106,10,15377.38,6,5,1,0,2,0.984,0.991,5
34,Female,Divorced,97,8,7091.83,6,3,5,4,1,0.983,0.201,2
38,Male,Single,88,5,10596.78,5,2,1,1,4,0.956,0.891,2
42,Female,Single,23,7,6727.23,4,4,9,0,1,0.879,0.197,4
40,Female,Divorced,48,5,14552.0,4,0,2,2,1,0.946,0.948,3
29,Female,Single,67,0,15765.36,0,3,0,3,4,0.929,0.444,0
43,Female,Married,76,10,4904.17,6,5,4,4,4,0.984,0.733,2
57,Female,Divorced,115,7,18574.68,0,3,0,1,0,0.897,0.726,1
34,Female,Divorced,85,3,17916.09,6,5,10,0,4,0.907,0.448,4
34,Female,Divorced,9,8,19119.41,6,3,0,3,4,0.886,0.685,4
43,Female,Married,25,7,17241.86,9,2,3,2,2,0.93,0.467,5
36,Male,Single,91,5,15558.91,3,0,7,2,3,0.864,0.286,3
54,Male,Single,90,8,15393.31,2,3,1,2,3,0.996,0.419,2
31,Female,Single,48,6,17380.79,4,5,5,3,3,0.982,0.742,3
24,Female,Single,24,10,18471.62,9,2,10,3,3,0.89,0.882,3
34,Female,Single,29,7,9649.42,0,0,7,1,2,0.934,0.594,1
43,Male,Single,66,6,14178.24,7,2,10,4,3,0.872,0.242,3
34,Male,Single,100,8,12389.07,1,1,2,1,2,0.872,0.208,2
51,Male,Single,92,8,5038.66,9,4,3,0,0,0.854,0.958,5
25,Female,Married,43,9,12152.91,8,1,10,3,3,0.973,0.047,3
25,Female,Divorced,96,5,3247.08,3,0,2,4,3,0.893,0.8,1
59,Male,Divorced,33,8,3116.29,9,5,0,1,3,0.988,0.328,5
37,Female,Divorced,112,2,4127.06,0,2,8,0,2,0.972,0.281,1
55,Male,Single,85,2,16610.09,3,5,4,4,2,0.999,0.134,2
31,Male,Divorced,53,10,16723.52,7,5,1,4,1,0.897,0.106,4
52,Male,Married,76,3,16340.25,6,4,7,2,1,0.861,0.479,4
40,Male,Single,46,0,7772.71,1,5,7,2,4,0.87,0.033,2
48,Male,Divorced,31,3,10516.67,9,1,8,0,1,0.908,0.062,5
44,Male,Single,27,10,6361.96,10,4,6,0,4,0.988,0.015,5
48,Male,Single,80,10,5725.49,3,3,2,0,4,0.98,0.11,3
30,Male,Married,76,4,17187.59,9,3,6,4,3,0.988,0.563,4
54,Male,Single,51,8,19668.1,8,1,0,1,3,0.909,0.288,4
40,Male,Single,47,2,10427.3,3,0,0,4,2,0.917,0.091,2
23,Male,Single,74,7,15568.0,7,0,10,3,4,0.961,0.208,3
48,Female,Single,112,8,10302.85,5,5,3,0,0,0.886,0.966,3
48,Female,Married,80,10,8781.56,1,3,3,4,2,0.912,0.425,1
34,Male,Married,45,10,6647.74,9,5,0,3,0,0.996,0.207,4
23,Male,Single,56,3,6235.24,10,4,0,4,3,1.0,0.792,5
55,Female,Divorced,91,7,19654.69,2,3,1,1,0,0.865,0.329,2
56,Female,Married,80,9,3214.33,3,1,2,4,4,0.998,0.76,1
47,Male,Married,1,7,12060.97,4,3,3,1,4,0.917,0.386,3
47,Female,Married,30,1,3190.06,6,4,1,4,1,0.98,0.962,3
25,Male,Single,61,5,9937.11,0,4,5,1,3,0.914,0.795,1
47,Male,Single,118,8,19662.16,3,1,10,3,0,0.854,0.032,2
49,Male,Single,23,10,19518.12,6,4,3,4,3,0.993,0.145,3
28,Male,Single,89,8,11703.4,8,2,6,4,2,0.965,0.684,4
46,Female,Divorced,51,9,6049.37,4,1,8,4,4,0.995,0.897,2
27,Female,Divorced,8,7,17994.51,9,4,0,2,4,0.965,0.635,5
52,Female,Married,4,2,5775.82,0,4,9,1,0,0.915,0.343,1
33,Male,Married,61,7,9575.03,8,0,8,2,1,0.863,0.522,4
52,Male,Divorced,49,4,18223.57,0,2,3,3,1,0.878,0.901,0
47,Male,Married,54,8,9950.43,3,5,0,4,3,1.0,0.584,2
33,Male,Married,60,6,16846.24,9,3,8,2,1,0.877,0.076,5
45,Female,Married,11,1,18043.24,10,5,1,4,2,0.972,0.14,5
27,Male,Divorced,66,6,19369.8,6,3,5,1,1,0.976,0.234,4
59,Female,Divorced,21,6,10067.79,6,4,6,1,0,0.901,0.575,4
28,Male,Divorced,6,10,3150.0,7,1,9,3,0,0.963,0.898,3
32,Male,Married,87,1,6210.83,7,5,2,1,1,0.903,0.519,4
28,Female,Divorced,92,4,18901.41,3,5,10,4,1,0.972,0.164,2
52,Female,Married,51,0,15876.18,0,0,8,4,0,0.917,0.679,0
29,Male,Single,3,1,9897.68,9,0,2,4,4,0.902,0.25,4
23,Male,Married,103,3,5939.8,7,3,3,4,3,0.926,0.186,3
39,Male,Divorced,66,2,13353.18,10,2,2,4,1,0.852,0.821,5
43,Male,Single,68,1,4603.17,0,4,10,2,1,0.892,0.41,2
44,Female,Married,45,3,19797.05,0,2,7,4,1,0.993,0.726,0
24,Male,Divorced,112,1,10124.78,4,3,2,3,2,0.931,0.188,3
51,Male,Divorced,42,2,11501.73,2,0,5,3,3,0.984,0.81,1
48,Male,Married,79,8,9118.99,9,2,7,3,4,0.934,0.726,4
41,Male,Married,68,3,19817.75,8,2,0,4,4,0.925,0.089,3
47,Male,Single,118,9,10542.9,9,4,5,3,0,0.921,0.598,5
22,Female,Divorced,65,9,3634.98,4,0,8,1,3,0.887,0.82,3
29,Female,Single,15,6,8493.89,8,2,6,2,1,0.93,0.16,4
27,Male,Married,9,10,3364.21,7,1,10,4,2,0.998,0.377,3
46,Female,Married,112,0,10412.16,5,2,8,2,1,0.861,0.608,4
22,Female,Divorced,31,9,9343.66,5,5,4,4,2,0.893,0.735,2
43,Female,Single,35,10,16642.52,4,3,3,1,3,0.889,0.602,3
28,Female,Divorced,21,3,5893.3,4,1,5,1,4,0.867,0.679,3
35,Male,Single,66,10,15018.44,1,4,5,3,4,0.956,0.329,1
47,Male,Single,54,7,16770.27,10,0,0,1,4,0.877,0.068,5
42,Male,Single,87,3,9551.19,8,4,2,2,2,0.989,0.569,4
30,Male,Married,93,4,12673.5,3,3,6,0,0,0.894,0.144,3
22,Male,Single,11,0,15480.94,4,5,3,1,3,0.905,0.937,3
55,Male,Single,91,4,9390.45,1,4,3,3,2,0.979,0.846,1
42,Female,Divorced,46,3,4708.4,5,1,2,2,4,0.859,0.33,3
54,Male,Married,117,4,10590.87,7,1,6,2,4,0.985,0.65,3
56,Female,Married,23,7,3668.14,4,3,2,3,2,0.869,0.494,2
59,Female,Single,118,0,12419.83,8,2,0,2,1,0.852,0.113,4
48,Female,Single,95,10,5249.68,1,2,0,2,3,0.978,0.001,1
42,Male,Married,23,9,3052.24,1,4,8,2,3,0.989,0.907,1
35,Female,Divorced,30,10,19584.05,7,2,1,2,1,0.971,0.569,3
47,Female,Divorced,78,7,7792.7,10,2,9,2,3,0.96,0.592,5
45,Male,Married,77,7,19750.87,7,5,0,1,0,0.941,0.037,4
49,Male,Single,84,0,8745.87,6,3,8,1,2,0.973,0.459,4
48,Male,Single,13,5,10595.27,3,2,1,2,4,0.949,0.132,3
55,Female,Single,100,2,10819.11,2,4,5,0,1,0.926,0.675,3
38,Male,Single,6,9,8476.18,5,3,2,3,2,0.87,0.102,3
42,Male,Married,96,5,16882.59,3,0,8,4,3,0.941,0.621,0
55,Male,Divorced,116,1,18529.67,2,5,10,3,3,0.895,0.128,2
32,Female,Single,100,7,16830.54,2,5,6,2,1,0.857,0.648,2
47,Male,Married,49,10,6378.25,0,1,2,0,4,0.939,0.369,2
50,Male,Divorced,96,1,6953.79,2,1,9,4,3,0.932,0.412,1
40,Female,Single,110,2,11696.55,10,4,2,4,3,0.964,0.692,4
43,Female,Married,42,8,11290.02,7,3,0,2,3,0.873,0.129,4
36,Female,Divorced,72,10,17723.08,0,5,3,4,3,0.974,0.087,0
41,Male,Single,97,7,19607.5,2,1,4,0,0,0.976,0.409,2
32,Female,Married,109,8,9331.75,9,4,3,3,0,0.916,0.772,5
45,Female,Single,55,10,11677.77,9,2,6,1,3,0.866,0.165,4
32,Female,Divorced,89,7,16004.41,6,0,7,2,4,0.877,0.499,4
43,Female,Married,12,0,16407.76,1,1,7,0,3,0.935,0.505,1
55,Female,Married,7,8,7332.41,10,4,10,1,4,0.902,0.381,5
48,Male,Divorced,120,0,13761.82,1,4,9,4,4,0.945,0.009,1
56,Female,Married,62,0,6709.79,4,5,1,3,1,0.906,0.634,2
40,Male,Single,81,0,19092.46,8,5,4,4,3,0.968,0.806,4
48,Male,Single,55,4,11859.33,3,0,6,2,4,0.917,0.994,1
37,Male,Married,30,5,15409.28,1,4,6,4,0,0.913,0.872,2
25,Female,Married,63,2,11741.41,6,4,8,3,0,0.978,0.032,3
34,Male,Divorced,42,10,17099.52,3,3,8,2,0,0.99,0.445,1
33,Male,Divorced,3,4,6683.06,7,5,7,4,1,0.981,0.535,4
40,Male,Single,74,6,11592.79,8,4,1,2,0,0.882,0.4,5
46,Male,Divorced,39,8,3809.42,8,0,1,2,2,0.926,0.295,4
46,Male,Divorced,43,0,18729.68,6,3,1,0,4,0.95,0.313,4
29,Female,Married,110,9,11347.52,1,1,1,1,0,0.949,0.772,1
51,Female,Divorced,22,3,16220.62,2,1,7,1,1,0.927,0.917,2
45,Male,Divorced,61,5,4332.09,1,5,3,4,1,0.903,0.242,1
53,Female,Married,67,7,9761.97,1,5,5,3,0,0.959,0.232,1
40,Male,Single,118,4,14602.52,7,4,2,4,2,0.865,0.331,3
57,Female,Divorced,77,8,4709.76,8,5,3,3,4,0.86,0.808,4
23,Female,Single,52,1,3341.49,10,1,4,4,4,0.916,0.105,5
50,Male,Married,107,9,19374.4,4,1,9,1,0,0.935,0.766,2
36,Male,Single,75,2,11593.33,3,4,3,0,4,0.932,0.166,3
24,Male,Single,79,0,8305.66,4,1,3,2,4,0.888,0.645,2
45,Male,Single,88,4,15681.77,4,5,10,3,2,0.962,0.108,2
48,Female,Divorced,40,5,17511.43,4,5,0,1,0,0.938,0.369,3
42,Female,Single,57,3,9863.3,10,2,5,0,4,0.921,0.711,5
58,Male,Divorced,36,8,4964.47,1,0,8,2,3,0.882,0.266,1
46,Female,Single,61,5,12985.38,7,2,7,2,0,0.928,0.83,4
59,Male,Single,92,1,4180.59,6,4,7,3,3,0.928,0.454,3
51,Male,Single,20,8,6215.21,6,4,3,1,3,0.987,0.675,4
57,Female,Single,85,5,19285.63,3,5,5,3,0,0.986,0.816,2
52,Female,Divorced,23,8,9536.01,9,5,10,4,2,0.954,0.126,4
49,Female,Divorced,65,2,15491.32,4,4,1,2,4,0.992,0.54,3
51,Female,Divorced,64,6,6232.06,4,3,8,2,2,0.973,0.602,3
55,Male,Divorced,64,5,13784.16,6,3,9,0,1,0.866,0.205,4
26,Female,Divorced,62,9,16455.1,0,5,7,2,0,0.866,0.424,2
29,Female,Single,9,0,6160.23,6,3,4,0,4,0.969,0.911,4
30,Female,Divorced,54,2,13092.36,8,1,0,2,4,0.871,0.966,4
28,Male,Married,44,4,19388.53,0,3,1,0,1,0.945,0.043,2
28,Male,Divorced,25,9,12672.22,8,3,2,3,1,0.924,0.305,3
22,Male,Divorced,115,5,17314.68,3,2,2,1,3,0.89,0.137,3
31,Male,Single,31,9,7664.93,7,2,10,2,1,0.996,0.363,4
25,Female,Single,98,6,3168.73,6,4,0,3,2,0.995,0.34,3
42,Female,Married,21,6,19803.59,4,0,6,0,3,0.939,0.409,2
25,Female,Divorced,62,3,4334.49,9,1,10,0,0,0.958,0.509,4
38,Female,Divorced,69,8,11220.38,4,2,4,4,4,0.9,0.028,2
28,Male,Single,49,8,17734.25,1,5,4,0,0,0.942,0.062,2
59,Male,Single,101,2,5167.72,2,0,9,2,4,0.872,0.28,1
34,Male,Married,39,5,3012.37,2,3,9,1,1,0.854,0.321,2
32,Female,Married,46,7,15817.56,8,1,7,4,3,0.979,0.38,3
54,Female,Divorced,44,6,14882.13,2,0,2,3,4,0.916,0.442,1
32,Male,Married,92,10,18813.15,8,5,9,1,0,0.931,0.573,5
22,Male,Married,109,0,18908.93,0,3,3,3,1,0.885,0.528,1
44,Male,Married,103,0,4178.98,4,5,1,4,0,0.87,0.008,3
55,Female,Divorced,116,10,13675.01,2,0,7,3,1,0.914,0.143,2
29,Male,Single,5,7,16448.77,10,5,7,4,2,0.901,0.224,5
30,Male,Married,115,1,19944.36,5,1,5,3,0,0.95,0.97,3
24,Female,Single,49,7,5051.71,2,4,5,3,1,0.963,0.322,2
58,Male,Divorced,83,5,13434.94,0,5,2,0,3,0.965,0.855,1
30,Female,Divorced,48,10,12648.14,8,4,4,2,4,0.921,0.732,5
57,Male,Single,43,4,3870.98,9,4,7,4,4,0.95,0.408,4
49,Male,Divorced,59,4,7518.79,2,0,2,3,3,0.938,0.482,1
37,Female,Divorced,111,3,18181.64,7,1,3,0,0,0.907,0.798,5
55,Female,Single,102,8,17324.02,1,0,10,4,0,0.962,0.614,0
39,Female,Married,42,7,4150.35,4,1,4,4,2,0.899,0.648,2
31,Female,Single,31,9,17550.72,4,0,2,1,4,0.999,0.452,3
59,Female,Married,4,0,16755.8,4,5,7,1,0,0.946,0.839,3
45,Male,Divorced,78,5,16100.54,3,3,1,2,4,0.931,0.508,3
37,Female,Single,10,0,14873.74,2,4,2,0,3,0.854,0.032,2
40,Male,Married,57,0,14909.58,0,4,8,1,3,0.929,0.825,3
41,Female,Single,77,3,15242.97,3,5,9,3,0,0.883,0.504,3
33,Male,Single,82,10,16620.45,6,4,9,1,0,0.962,0.883,4
44,Male,Divorced,6,7,5313.42,10,0,10,4,2,0.963,0.297,4
29,Male,Single,26,9,18939.8,3,3,1,3,1,0.938,0.947,1
46,Male,Single,22,6,14735.96,7,1,4,3,4,0.925,0.327,3
36,Male,Married,57,5,6468.65,0,0,9,1,4,0.965,0.604,2
43,Male,Married,72,9,10042.55,1,5,10,3,4,0.971,0.82,0
37,Male,Single,33,0,9036.19,9,4,0,2,3,0.867,0.907,5
25,Female,Married,45,7,18745.49,1,5,9,2,2,0.994,0.501,1
48,Male,Married,92,4,3308.39,1,3,10,0,3,0.863,0.436,3
52,Female,Single,24,1,11292.36,1,3,7,3,4,0.881,0.431,1
30,Male,Divorced,60,8,11983.55,1,4,2,2,3,0.944,0.544,2
25,Female,Divorced,65,10,4310.5,9,4,9,1,0,0.896,0.21,5
48,Female,Single,98,10,15969.08,8,5,3,0,0,0.914,0.849,5
31,Female,Single,92,2,19736.6,1,4,9,1,1,0.982,0.405,2
50,Female,Married,99,2,11045.51,1,0,1,1,4,0.859,0.833,2
29,Male,Married,120,5,5204.79,10,3,4,1,3,0.939,0.224,5
53,Male,Divorced,84,10,6188.83,10,2,2,2,1,0.879,0.017,5
39,Female,Married,114,5,12965.34,4,5,6,1,4,0.889,0.01,4
37,Male,Single,80,0,8471.65,7,3,6,2,4,0.872,0.45,4
36,Female,Single,47,7,3771.8,8,0,1,0,2,0.902,0.12,4
42,Male,Single,46,9,12073.32,4,5,0,3,4,0.853,0.474,2
54,Female,Divorced,107,7,5477.52,8,5,9,2,1,0.892,0.536,4
55,Male,Married,117,0,9655.24,0,5,2,1,0,0.874,0.31,2
53,Female,Married,26,9,16056.26,1,2,8,2,0,0.941,0.837,1
29,Female,Single,28,8,4228.47,10,1,3,0,1,0.987,0.429,5
41,Female,Divorced,10,1,16913.75,0,1,6,0,0,0.978,0.357,2
25,Female,Married,104,7,11451.26,6,4,8,2,2,0.895,0.034,4
31,Female,Divorced,90,7,6021.74,5,2,7,0,2,0.9,0.729,3
29,Male,Married,59,7,19445.4,10,4,3,0,0,0.952,0.998,5
33,Female,Married,57,1,5610.77,9,3,1,3,3,0.903,0.749,5
27,Male,Divorced,99,6,7251.63,9,0,8,0,4,0.925,0.785,5
50,Male,Divorced,1,4,3894.33,10,1,4,3,4,0.891,0.6,5
36,Male,Single,23,1,7666.92,0,1,6,4,0,0.982,0.165,1
25,Female,Married,63,8,14610.34,2,5,8,3,2,0.926,0.289,2
58,Male,Divorced,20,3,4435.07,1,3,6,2,3,0.927,0.6,1
50,Male,Single,32,3,11537.02,3,5,0,0,0,0.913,0.722,3
47,Male,Divorced,86,0,9351.02,5,4,3,0,4,0.915,0.077,4
57,Male,Married,50,10,14957.2,4,4,4,2,4,0.857,0.232,3
25,Female,Single,8,6,11741.51,6,1,1,4,2,0.87,0.972,3
25,Male,Divorced,119,5,16271.04,9,1,10,3,3,0.896,0.951,4
22,Male,Divorced,50,6,16053.56,6,5,2,4,3,0.896,0.18,2
33,Male,Divorced,110,9,7711.9,7,1,5,2,3,0.995,0.157,4
46,Male,Married,98,10,13464.81,0,0,4,0,0,0.903,0.405,2
39,Female,Divorced,119,5,7847.43,2,2,2,2,3,0.86,0.749,1
58,Female,Single,50,10,17325.59,8,2,4,1,1,0.934,0.289,4
53,Male,Divorced,96,4,9624.79,9,0,9,3,3,0.885,0.801,4
29,Female,Married,18,7,6033.6,4,5,6,3,1,0.852,0.972,2
25,Female,Divorced,25,4,6421.84,6,5,0,1,2,0.878,0.782,4
32,Male,Married,22,3,6555.74,0,3,10,0,0,0.963,0.018,1
33,Female,Divorced,10,6,8787.82,4,0,3,1,1,0.861,0.438,3
29,Female,Divorced,117,7,14042.82,4,2,10,2,0,0.876,0.508,3
55,Male,Divorced,60,4,4933.32,1,2,0,4,3,0.94,0.166,1
26,Female,Single,66,5,17039.67,4,5,4,4,4,0.976,0.313,1
57,Female,Divorced,117,1,4988.85,6,4,1,4,0,0.94,0.558,4
39,Female,Divorced,81,4,6474.46,2,0,0,3,2,0.863,0.225,2
57,Male,Single,35,9,12805.77,5,0,2,4,4,0.933,0.625,3
44,Male,Divorced,87,3,12784.5,9,2,6,0,0,0.946,0.355,5
42,Male,Divorced,16,7,14910.66,7,3,6,0,3,0.924,0.616,5
41,Female,Married,23,1,15222.75,0,0,2,0,1,0.981,0.526,1
49,Male,Single,20,5,16832.26,1,3,3,2,1,0.959,0.873,2
36,Male,Single,20,2,6138.32,7,2,8,0,0,0.873,0.499,4
54,Male,Divorced,29,9,8383.5,1,5,8,0,0,0.93,0.568,2
24,Female,Divorced,93,7,8538.4,9,0,9,1,1,0.894,0.27,5
55,Female,Single,44,5,19757.26,5,4,0,2,1,0.898,0.23,3
44,Female,Divorced,19,1,8282.5,9,1,9,4,3,0.949,0.266,3
42,Male,Divorced,104,7,5978.54,3,0,4,2,2,0.936,0.927,1
50,Male,Married,94,1,3339.98,7,1,4,2,1,0.912,0.339,4
54,Male,Married,1,10,10070.55,7,0,3,2,4,0.958,0.734,4
58,Male,Divorced,2,8,11575.67,4,2,0,0,1,1.0,0.91,2
37,Male,Divorced,115,2,10134.37,1,1,0,0,0,0.851,0.142,2
26,Male,Single,67,8,17283.63,3,5,8,2,1,0.857,0.126,3
57,Female,Single,67,0,14905.3,3,5,10,0,3,0.917,0.753,3
44,Female,Divorced,81,4,8345.38,3,2,3,4,3,0.961,0.361,2
42,Female,Divorced,86,2,13871.69,1,0,10,0,2,0.936,0.456,2
30,Male,Single,116,8,16833.36,6,3,4,1,0,0.911,0.125,4
30,Male,Divorced,32,0,12071.57,9,5,7,0,1,0.975,0.032,5
34,Female,Married,18,4,11062.32,7,1,10,0,1,0.981,0.338,3
30,Female,Divorced,68,4,14821.28,2,4,5,4,2,0.935,0.561,1
23,Female,Single,104,2,10004.04,5,3,10,1,4,0.93,0.145,4
54,Female,Divorced,95,6,18921.05,3,1,5,1,0,0.968,0.904,3
57,Female,Divorced,34,0,10168.17,6,5,2,3,1,0.897,0.369,4
29,Female,Single,20,9,7707.82,3,1,9,2,2,0.991,0.647,1
48,Male,Single,107,9,19350.1,4,3,8,4,0,0.859,0.089,2
31,Male,Single,111,5,13306.67,3,5,1,2,1,0.92,0.535,2
52,Female,Divorced,58,6,4547.71,6,4,2,0,4,0.978,0.892,4
50,Female,Divorced,68,10,14059.51,7,1,3,2,4,0.978,0.746,3
34,Male,Single,43,0,15545.45,9,4,6,4,1,0.903,0.116,4
